name,artist,artist_first_letter,artist_songs_ratio,year,song_popularity,artist_popularity,duration_ms,key,time_signature,acousticness,danceability,energy,instrumentalness,loudness,speechiness,valence,tempo,genres,views,old_chart_position,new_chart_location
seventies_Perfect Day,Lou Reed,L,0.006036217,1972,66,69,225000,10,3,0.744,0.4,0.267,0.00734,-12.488,0.0323,0.0872,144.799,"['Baroque pop', 'Art pop', 'Pop rock']",69474,0,68
seventies_Walk On the Wild Side,Lou Reed,L,0.006036217,1972,73,69,254173,0,4,0.683,0.575,0.318,0.000202,-16.729,0.109,0.385,104.522,['Glam rock'],99154,0,0
seventies_Satellite of Love,Lou Reed,L,0.006036217,1973,59,69,221120,5,4,0.442,0.458,0.502,5.51E-06,-10.186,0.0294,0.571,121.861,[],20969,0,0
seventies_Sweet Home Alabama,Lynyrd Skynyrd,L,0.004024145,1974,81,77,283800,7,4,0.181,0.596,0.605,0.000331,-12.145,0.0255,0.886,97.798,"['Country rock', 'Southern rock']",292884,0,80
seventies_Free Bird,Lynyrd Skynyrd,L,0.004024145,1973,68,77,558933,7,4,0.0107,0.281,0.863,0.0296,-7.669,0.0493,0.544,118.033,"['Southern rock', 'Hard rock']",155878,0,0
seventies_My Girl,Madness,M,0.006036217,1979,46,66,165120,1,4,0.128,0.679,0.912,0.00201,-4.393,0.0417,0.78,119.333,"['Ska', '2 Tone Records']",11402,0,0
seventies_One Step Beyond,Madness,M,0.006036217,1979,53,66,138146,0,4,0.0424,0.476,0.917,0.0268,-4.398,0.0658,0.918,154.883,"['Ska', 'Pop music', '2 Tone (music genre)']",27402,0,0
seventies_Night Boat To Cairo,Madness,M,0.006036217,1979,23,66,211026,5,4,0.0531,0.302,0.967,0.26,-5.135,0.0452,0.563,157.379,"['Ska', 'Pop music', '2 Tone (music genre)']",8495,0,0
seventies_L'oiseau et l'enfant,Marie Myriam,M,0.002012072,1988,40,33,183413,2,4,0.846,0.742,0.241,0,-14.751,0.0349,0.335,102.857,[],7740,0,0
seventies_Reflections Of My Life,Marmalade,M,0.002012072,1970,49,44,251280,7,4,0.577,0.398,0.398,0.0248,-10.66,0.0263,0.54,92.239,['Psychedelic pop'],33200,10,0
seventies_Mercy Mercy Me (The Ecology),Marvin Gaye,M,0.00804829,1971,57,79,196466,11,4,0.405,0.521,0.606,0.641,-12.12,0.0471,0.497,93.256,['Soul music'],33913,0,0
seventies_Let's Get It On,Marvin Gaye,M,0.00804829,1973,67,79,290933,3,4,0.0495,0.55,0.613,1.70E-06,-10.632,0.0584,0.571,165.966,"['Soul music', 'Funk']",68904,0,0
seventies_What's Going On,Marvin Gaye,M,0.00804829,1971,68,79,232600,1,4,0.111,0.256,0.832,0,-5.578,0.0998,0.837,202.084,['Soul music'],132514,0,0
seventies_I Want You,Marvin Gaye,M,0.00804829,1976,55,79,274400,1,4,0.863,0.523,0.793,0.213,-9.427,0.0343,0.795,100.697,"['Soul music', 'Funk', 'Quiet storm', 'Jazz-funk']",41164,0,0
seventies_As The Years Go By,Mashmakhan,M,0.002012072,1970,15,13,185893,1,4,0.206,0.362,0.697,0.000164,-9.263,0.0567,0.687,134.646,['Progressive rock'],2590,0,0
seventies_Woodstock,Matthews' Southern Comfort,M,0.002012072,1971,36,31,269333,7,4,0.787,0.595,0.34,0.179,-15.214,0.0332,0.79,119.859,['Folk jazz'],51448,6,0
seventies_Chase The Devil,Max Romeo,M,0.002012072,1976,60,56,206306,2,4,0.183,0.825,0.62,0,-6.083,0.211,0.744,150.243,['Reggae'],14650,0,0
seventies_Ain't No Stoppin' Us Now,McFadden & Whitehead,M,0.002012072,1979,55,46,220866,1,4,0.127,0.747,0.701,0,-7.7,0.0453,0.87,112.964,"['Funk', 'Disco']",17018,0,0
seventies_Don't Stop 'Til You Get Enough,Michael Jackson,M,0.00804829,1979,72,85,365466,11,4,0.126,0.878,0.821,0.0461,-9.875,0.089,0.947,118.881,"['Disco', 'Funk']",62575,0,0
seventies_Ben,Michael Jackson,M,0.00804829,1972,57,85,165160,5,4,0.81,0.464,0.132,1.16E-05,-12.935,0.0283,0.303,68.152,"['Rhythm and blues', 'Soul music']",63359,0,0
seventies_Rock with You,Michael Jackson,M,0.00804829,1979,71,85,220626,1,4,0.179,0.808,0.535,9.91E-05,-12.521,0.0353,0.848,114.031,"['Disco', 'Contemporary R&B']",49728,0,0
seventies_Off the Wall,Michael Jackson,M,0.00804829,1979,60,85,246000,3,4,0.182,0.827,0.595,0,-13.909,0.0565,0.921,118.741,"['Disco', 'Pop music', 'Funk music', 'R&B']",244918,0,0
seventies_Chirpy Chirpy Cheep Cheep,Middle Of The Road,M,0.002012072,1971,46,46,177800,11,4,0.0916,0.549,0.547,2.26E-06,-8.681,0.0452,0.972,129.814,[],29527,7,0
seventies_Laisse moi t'aimer,Mike Brant,M,0.004024145,1995,42,46,203093,1,3,0.676,0.422,0.392,0,-8.577,0.0278,0.315,83.788,[],0,0,0
seventies_Mais dans la lumière,Mike Brant,M,0.004024145,1995,26,46,216200,0,4,0.579,0.397,0.767,0,-3.886,0.0416,0.574,83.542,[],0,0,0
seventies_Lovin' You,Minnie Riperton,M,0.002012072,1975,56,56,203506,9,3,0.903,0.392,0.213,1.01E-06,-12.494,0.0415,0.312,100.518,"['Soul music', 'Pop music']",73963,0,0
seventies_Eres Tú,Mocedades,M,0.002012072,1973,51,58,214573,2,4,0.132,0.415,0.428,0,-9.313,0.0254,0.652,81.352,['Canción melódica'],23320,0,0
seventies_Always Look On The Bright Side Of Life,Monty Python,M,0.002012072,1991,52,50,215333,2,4,0.432,0.669,0.535,0,-12.36,0.0973,0.739,120.071,['Comedy music'],86358,0,0
seventies_All the Young Dudes,Mott The Hoople,M,0.002012072,1972,61,54,211066,4,4,0.208,0.429,0.668,0,-7.539,0.044,0.398,77.737,['Glam rock'],100782,0,0
seventies_In the Summertime,Mungo Jerry,M,0.002012072,1970,67,58,211880,4,4,0.724,0.754,0.449,0,-14.013,0.0615,0.973,82.751,['Skiffle'],59782,0,0
seventies_Love Hurts,Nazareth,N,0.002012072,1961,64,62,232120,7,4,0.00693,0.442,0.491,0.00491,-6.598,0.0246,0.125,79.954,['Country music'],99006,0,0
seventies_Heart of Gold,Neil Young,N,0.012072435,1972,39,74,187280,7,4,0.204,0.538,0.48,0.0462,-9.863,0.0268,0.834,171.773,"['Folk rock', 'Country rock']",43922,0,95
seventies_Old Man,Neil Young,N,0.012072435,1972,66,74,202146,4,4,0.431,0.702,0.244,0.00867,-15.286,0.0355,0.444,141.317,"['Folk rock', 'Country rock']",37209,0,0
seventies_Only Love Can Break Your Heart,Neil Young,N,0.012072435,1970,51,74,188600,2,3,0.681,0.732,0.239,1.16E-06,-12.203,0.037,0.377,110.58,['Folk rock'],21484,0,0
seventies_Like a Hurricane,Neil Young,N,0.012072435,1977,45,74,501213,9,4,0.0129,0.423,0.834,0.00113,-5.498,0.037,0.606,113.876,['Rock music'],14421,0,0
"seventies_My My, Hey Hey (Out of the Blue)",Neil Young,N,0.012072435,1979,66,74,227705,7,4,0.856,0.502,0.4,0.000375,-13.697,0.0294,0.435,127.182,['Acoustic music'],16640,0,0
seventies_The Needle and the Damage Done,Neil Young,N,0.012072435,1972,27,74,147693,4,4,0.409,0.378,0.497,9.25E-06,-10.067,0.0333,0.291,115.884,"['Folk music', 'Rock music']",22208,0,0
seventies_Northern Sky,Nick Drake,N,0.002012072,1971,56,64,223866,5,4,0.548,0.544,0.263,0.779,-18.357,0.0354,0.516,89.758,['Folk music'],7766,0,0
seventies_D.I.S.C.O.,N-Trance,N,0.002012072,1979,14,51,264026,0,4,0.0498,0.754,0.758,0.000118,-9.363,0.0384,0.508,125.917,['Disco'],14231,0,0
seventies_Hopelessly Devoted To You,Olivia Newton-John,O,0.002012072,1978,60,70,187933,11,4,0.288,0.268,0.484,0.00327,-9.333,0.0362,0.328,73.508,[],25629,0,0
seventies_Born to Be Alive,Patrick Hernandez,P,0.002012072,1978,63,53,188133,2,4,0.0846,0.704,0.867,0,-5.808,0.0315,0.809,131.467,[],26098,0,0
seventies_Dancing Barefoot,Patti Smith,P,0.006036217,1979,54,63,256533,2,4,0.235,0.492,0.639,0,-9.944,0.0319,0.792,115.519,[],11073,0,0
seventies_Gloria,Patti Smith,P,0.006036217,1964,11,63,618208,9,4,0.969,0.314,0.58,0.356,-8.724,0.0539,0.417,138.122,"['Garage rock', 'British rhythm and blues']",117641,0,0
seventies_Because the Night,Patti Smith,P,0.006036217,1978,62,63,204800,11,4,0.0542,0.466,0.763,0,-7.748,0.0391,0.473,123.539,['New wave music'],132111,0,0
seventies_Jet,Paul McCartney,P,0.006036217,1974,24,76,248266,9,4,0.0029,0.492,0.644,0.188,-11.272,0.0335,0.399,128.903,['Power pop'],42069,24,0
seventies_Band On The Run,Paul McCartney,P,0.006036217,1974,22,76,311440,7,4,0.0728,0.479,0.469,0.000235,-13.592,0.0322,0.685,125.019,"['Folk rock', 'Funk rock']",43325,3,0
seventies_Maybe I'm Amazed,Paul McCartney,P,0.006036217,2009,12,59,238000,0,4,0.911,0.784,0.102,0.915,-21.31,0.0743,0.119,117.982,[],0,0,0
seventies_Live And Let Die,Paul McCartney,P,0.006036217,1973,40,76,193773,7,5,0.282,0.436,0.5,0.00223,-10.408,0.0645,0.209,154.085,['Symphonic rock'],111005,0,0
seventies_Still Crazy After All These Years,Paul Simon,P,0.010060362,1975,56,74,206533,7,4,0.8,0.267,0.252,4.43E-05,-11.687,0.0351,0.13,37.114,"['Folk rock', 'Pop rock', 'Soul music']",83673,0,0
seventies_Me and Julio Down by the Schoolyard,Paul Simon,P,0.010060362,1972,70,74,164813,9,4,0.237,0.626,0.816,1.80E-06,-10.593,0.13,0.798,105.33,"['Pop rock', 'Folk rock']",79153,0,0
seventies_50 Ways to Leave Your Lover,Paul Simon,P,0.010060362,1975,66,74,217346,7,4,0.166,0.815,0.372,0.000116,-12.814,0.0752,0.293,101.684,"['Soft rock', 'Folk rock']",39903,0,0
seventies_Slip Slidin' Away,Paul Simon,P,0.010060362,1977,54,74,285053,8,4,0.743,0.641,0.409,2.58E-06,-12.452,0.0348,0.315,121.165,"['Soft rock', 'Folk rock', 'Country pop']",13162,0,0
seventies_Mother and Child Reunion,Paul Simon,P,0.010060362,1972,51,74,187400,9,4,0.112,0.712,0.632,0,-7.704,0.0334,0.764,119.931,"['Pop rock', 'Reggae']",24133,0,0
seventies_Show Me The Way,Peter Frampton,P,0.004024145,1975,66,63,243266,2,4,0.412,0.701,0.738,0,-7.6,0.0352,0.616,130.159,['Rock music'],25116,0,0
"seventies_Baby, I Love Your Way",Peter Frampton,P,0.004024145,1975,52,63,309760,0,4,0.614,0.749,0.246,0.000138,-12.847,0.0383,0.308,132.153,['Soft rock'],83982,0,0
seventies_Solsbury Hill,Peter Gabriel,P,0.002012072,1977,64,68,261560,11,1,0.355,0.678,0.631,0.000268,-8.624,0.0301,0.463,102.378,"['Folk pop', 'Progressive pop']",102769,0,0
seventies_Magic,Pilot,P,0.002012072,1974,55,49,186333,9,4,0.346,0.394,0.589,0,-6.68,0.0608,0.727,203.176,"['Pop rock', 'Power pop', 'Glam rock']",52557,0,0
seventies_Shine on You Crazy Diamond,Pink Floyd,P,0.012072435,2006,18,23,351773,7,3,0.266,0.495,0.392,0.000278,-8.639,0.0279,0.238,139.871,[],0,0,58
seventies_Wish You Were Here,Pink Floyd,P,0.012072435,1975,74,84,334743,7,4,0.735,0.481,0.262,0.0114,-15.73,0.0414,0.375,122.883,"['Progressive rock', 'Art rock', 'Experimental rock']",366790,0,16
seventies_Have a Cigar,Pink Floyd,P,0.012072435,1975,61,84,307733,4,4,0.407,0.454,0.65,0.0498,-10.191,0.0437,0.72,120.154,"['Progressive rock', 'Blues rock']",50573,0,0
seventies_Money,Pink Floyd,P,0.012072435,1973,71,84,382834,9,1,0.0241,0.469,0.537,0.00201,-10.421,0.152,0.783,124.193,"['Progressive rock', 'Psychedelic rock', 'Experimental rock', 'Blues rock', 'Hard rock']",61713,19,0
seventies_Us and Them,Pink Floyd,P,0.012072435,1974,63,84,469224,2,4,0.863,0.356,0.302,0.546,-14.528,0.0346,0.126,72.623,"['Progressive rock', 'Jazz fusion']",38667,0,0
seventies_Time,Pink Floyd,P,0.012072435,1974,67,84,413947,9,4,0.521,0.358,0.48,0.00428,-11.79,0.0849,0.356,120.317,['Progressive rock'],50472,0,0
seventies_The Great Gig in the Sky,Pink Floyd,P,0.012072435,1973,64,84,283872,5,4,0.768,0.275,0.216,0.897,-13.818,0.0345,0.181,116.388,['Progressive rock'],72169,0,0
seventies_Brass in Pocket,Pretenders,P,0.002012072,1979,58,68,184093,9,4,0.721,0.766,0.655,0,-6.677,0.0324,0.815,97.771,['New wave music'],24204,0,0
seventies_I Wanna Be Your Lover,Prince,P,0.002012072,1979,60,77,347666,8,4,0.0315,0.805,0.387,0.0969,-13.233,0.0562,0.701,114.867,"['Funk', 'Post-disco']",22554,0,0
seventies_Killer Queen,Queen,Q,0.020120724,1974,68,92,179355,10,4,0.365,0.526,0.64,1.30E-06,-6.374,0.0472,0.622,117.132,"['Art pop', 'Glam rock', 'Power pop']",244957,0,46
seventies_We Will Rock You,Queen,Q,0.020120724,1977,78,92,122066,2,4,0.676,0.692,0.497,0,-7.316,0.119,0.475,81.308,['Arena rock'],359196,0,23
seventies_Somebody To Love,Queen,Q,0.020120724,1976,74,92,296480,8,3,0.192,0.399,0.702,1.24E-06,-6.826,0.0627,0.393,109.722,['Rock music'],170824,0,22
seventies_Don't Stop Me Now,Queen,Q,0.020120724,1979,81,92,209413,5,4,0.0475,0.559,0.868,0.000176,-5.276,0.17,0.609,156.295,"['Power pop', 'Pop rock']",263309,0,15
seventies_We Are The Champions,Queen,Q,0.020120724,1977,75,92,179200,10,4,0.378,0.268,0.459,0,-6.94,0.0346,0.175,64.177,['Arena rock'],296916,0,12
seventies_Love Of My Life,Queen,Q,0.020120724,1975,46,92,277533,2,3,0.867,0.221,0.301,8.47E-05,-16.975,0.0742,0.192,167.22,['Pop music'],284504,0,9
seventies_Bohemian Rhapsody,Queen,Q,0.020120724,1976,82,92,354320,0,4,0.271,0.414,0.404,0,-9.928,0.0499,0.224,71.105,"['Progressive rock', 'Hard rock', 'Progressive pop']",1970738,2,2
seventies_Bicycle Race,Queen,Q,0.020120724,1978,63,92,180813,3,4,0.0626,0.463,0.671,0,-6.438,0.0683,0.633,84.28,['Rock music'],373049,0,0
seventies_Fat Bottomed Girls,Queen,Q,0.020120724,1978,65,92,255600,2,4,0.0322,0.332,0.683,6.51E-06,-7.679,0.0491,0.419,88.522,"['Glam rock', 'Hard rock']",184127,0,0
seventies_You're My Best Friend,Queen,Q,0.020120724,1976,65,92,170786,0,4,0.148,0.51,0.76,0.0116,-6.995,0.0411,0.55,118.829,['Pop music'],135245,25,0
seventies_Black Betty,Ram Jam,R,0.002012072,1939,66,62,237893,11,4,0.018,0.465,0.865,0.00135,-9.573,0.098,0.677,117.528,['Work song'],200998,0,0
seventies_I Wanna Be Sedated,Ramones,R,0.004024145,1978,64,71,149466,11,4,0.169,0.597,0.96,2.89E-05,-3.989,0.042,0.937,163.017,['Punk rock'],31169,0,0
seventies_Blitzkrieg Bop,Ramones,R,0.004024145,1976,49,71,133440,9,4,0.0103,0.547,0.733,0.131,-6.558,0.0433,0.962,176.198,"['Punk rock', 'Pop punk']",69904,0,0
seventies_Short People,Randy Newman,R,0.002012072,1977,45,70,176933,2,4,0.731,0.68,0.617,0.0674,-5.849,0.0378,0.54,121.356,"['Comedy rock', 'Pop rock']",62920,0,0
seventies_Get Ready,Rare Earth,R,0.002012072,1995,47,47,173706,0,4,0.0156,0.643,0.937,0.00727,-6.263,0.0288,0.961,134.756,"['Psychedelic soul', 'Blues rock']",15694,0,0
seventies_The Time Warp,Reeve Carney,R,0.002012072,2016,38,62,248538,2,4,0.231,0.582,0.812,0.000114,-4.963,0.0756,0.533,88.89,[],0,0,0
seventies_We're All Alone,Rita Coolidge,R,0.002012072,1976,47,50,212520,7,4,0.377,0.326,0.289,4.73E-05,-12.985,0.0307,0.345,127.664,[],24680,0,0
seventies_Sea Song,Robert Wyatt,R,0.002012072,1974,30,42,391440,6,4,0.728,0.35,0.27,0.0223,-14.618,0.0303,0.0583,109.835,[],0,0,0
seventies_Killing Me Softly with His Song,Roberta Flack,R,0.004024145,1973,70,65,286920,5,4,0.727,0.477,0.381,0,-10.237,0.0342,0.329,121.568,['Soul music'],405106,6,65
seventies_The First Time Ever I Saw Your Face,Roberta Flack,R,0.004024145,1972,60,65,260666,0,4,0.731,0.311,0.0264,0.00205,-21.644,0.037,0.139,120.653,"['Soul music', 'Vocal jazz']",87328,0,0
seventies_You're in My Heart (The Final Acclaim),Rod Stewart,R,0.012072435,1977,49,76,267906,9,4,0.632,0.554,0.293,0,-12.336,0.0341,0.354,103.293,['Pop rock'],15268,0,0
seventies_Da Ya Think I'm Sexy?,Rod Stewart,R,0.012072435,1978,65,76,331333,2,4,0.0143,0.715,0.689,0.000192,-8.065,0.029,0.852,111.504,['Disco'],69169,0,0
seventies_Sailing,Rod Stewart,R,0.012072435,1975,65,76,277960,11,4,0.372,0.43,0.374,0.379,-9.949,0.0292,0.191,128.56,[],24603,22,0
seventies_I Don't Want to Talk About It,Rod Stewart,R,0.012072435,1971,52,76,290040,10,4,0.413,0.477,0.452,0.000133,-10.682,0.0285,0.351,135.142,['Country rock'],51813,0,0
seventies_Maggie May,Rod Stewart,R,0.012072435,1971,70,76,350266,2,4,0.559,0.605,0.574,0.113,-10.536,0.0377,0.543,129.449,['Folk rock'],72614,0,0
seventies_In a Broken Dream,Rod Stewart,R,0.012072435,1970,37,76,326026,2,4,0.483,0.272,0.568,0.0897,-10.408,0.0345,0.38,149.825,['Rock music'],12005,0,0
seventies_Wishing on a Star,Rose Royce,R,0.004024145,1978,54,56,291760,5,4,0.716,0.333,0.422,4.13E-05,-15.171,0.0527,0.553,97.305,"['Soul music', 'Rhythm and blues']",24112,0,0
seventies_Love Don't Live Here Anymore,Rose Royce,R,0.004024145,2004,14,70,254693,1,4,0.427,0.64,0.658,0.0188,-7.751,0.0377,0.881,156.013,[],0,0,0
seventies_I Am The Black Gold Of The Sun,Rotary Connection,R,0.002012072,2006,44,37,349135,6,4,0.791,0.474,0.673,0.239,-13.307,0.0656,0.685,89.787,[],0,0,0
seventies_Love Is The Drug,Roxy Music,R,0.002012072,1975,58,65,251333,2,4,0.059,0.838,0.757,0.0119,-5.399,0.0927,0.602,124.65,"['Progressive pop', 'Funk']",25763,0,0
seventies_Everybody Loves The Sunshine,Roy Ayers Ubiquity,R,0.002012072,1976,58,51,239666,11,3,0.168,0.52,0.571,5.14E-06,-10.326,0.036,0.701,161.051,"['Rhythm and blues', 'Soul music', 'Jazz']",13800,0,0
seventies_Escape (The Pina Colada Song),Rupert Holmes,R,0.002012072,1979,61,65,276413,0,4,0.357,0.818,0.692,9.42E-06,-8.79,0.0529,0.934,139.695,['Soft rock'],140322,0,0
seventies_Black Magic Woman,Santana,S,0.004024145,1968,64,75,196466,2,4,0.676,0.489,0.349,0.0789,-14.295,0.0323,0.622,124.348,['Blues rock'],111196,0,0
seventies_Oye Como Va,Santana,S,0.004024145,1970,64,75,256933,7,4,0.301,0.736,0.379,0.345,-13.208,0.0539,0.948,128.399,[],79551,0,0
seventies_Ballade de Melody Nelson,Serge Gainsbourg,S,0.002012072,1971,41,62,120602,6,3,0.365,0.358,0.199,0.0278,-21.118,0.0421,0.618,177.699,"['Rock music', 'Avant-funk']",21976,0,0
seventies_Anarchy in the U.K.,Sex Pistols,S,0.002012072,1976,4,61,248493,7,4,0.000101,0.255,0.96,0.924,-3.028,0.165,0.202,133.122,"['Punk rock', 'Anarcho-punk']",42389,0,0
seventies_Diamonds Are Forever,Shirley Bassey,S,0.002012072,1998,50,55,161933,4,4,0.74,0.48,0.447,0.00437,-10.962,0.036,0.255,96.771,[],13666,0,0
seventies_The Boxer,Simon & Garfunkel,S,0.00804829,1969,69,77,308520,11,4,0.702,0.439,0.488,0.000339,-14.464,0.0615,0.629,93.017,['Folk rock'],74521,0,67
seventies_Bridge Over Troubled Water,Simon & Garfunkel,S,0.00804829,1970,68,77,293120,3,4,0.822,0.149,0.206,0.000649,-13.888,0.0323,0.264,79.764,['Folk rock'],101925,0,53
seventies_El Condor Pasa (If I Could),Simon & Garfunkel,S,0.00804829,1970,59,77,187040,4,4,0.836,0.33,0.214,0.0701,-17.699,0.0311,0.275,147.795,[],66443,0,0
seventies_Cecilia,Simon & Garfunkel,S,0.00804829,1970,72,77,174826,0,4,0.357,0.755,0.876,5.17E-06,-8.867,0.0362,0.954,102.762,"['Pop rock', 'Folk rock']",32649,8,0
seventies_We Are Family,Sister Sledge,S,0.004024145,1979,69,66,216733,7,4,0.3,0.784,0.893,1.57E-05,-5.153,0.0923,0.819,118.738,"['Rhythm and blues', 'Disco', 'Soul music']",47837,0,0
seventies_Lost in Music,Sister Sledge,S,0.004024145,1979,53,66,287440,0,4,0.0544,0.758,0.841,0.000153,-7.509,0.0319,0.849,114.487,"['Disco', 'Funk', 'Soul music', 'R&B']",8950,0,0
seventies_Family Affair,Sly & The Family Stone,S,0.002012072,1971,7,66,183333,7,4,0.749,0.815,0.504,0.0224,-17.628,0.119,0.784,108.86,['Funk'],14011,0,0
seventies_The Tears Of A Clown,Smokey Robinson & The Miracles,S,0.002012072,1970,61,65,181800,1,4,0.147,0.593,0.607,0,-9.886,0.0283,0.953,128.365,['Soul music'],34087,0,0
seventies_Living Next Door to Alice,Smokie,S,0.004024145,1972,56,60,207693,9,4,0.107,0.591,0.396,0,-14.753,0.0371,0.781,126.091,"['Pop music', 'Folk music']",75186,0,0
seventies_I'll Meet You at Midnight,Smokie,S,0.004024145,1976,40,60,196426,6,4,0.00276,0.705,0.38,0.000178,-16.336,0.0356,0.883,128.003,[],5172,0,0
seventies_Driver's Seat,Sniff 'n' The Tears,S,0.002012072,1978,54,50,239333,11,4,0.00286,0.741,0.797,0.0206,-7.948,0.0371,0.979,133.011,['New wave music'],18054,0,0
seventies_Stuck In The Middle With You,Stealers Wheel,S,0.002012072,1973,67,65,208946,7,4,0.0936,0.82,0.575,0.000135,-9.144,0.0408,0.964,123.765,"['Folk rock', 'Soft rock']",107626,0,0
seventies_Peg,Steely Dan,S,0.004024145,1977,50,72,240333,0,4,0.0521,0.797,0.559,0.000232,-11.086,0.032,0.932,116.97,"['Yacht rock', 'Jazz fusion']",38139,0,0
seventies_Do It Again,Steely Dan,S,0.004024145,1972,69,72,356600,2,4,0.247,0.683,0.551,2.12E-05,-10.164,0.0315,0.962,124.585,"['Soft rock', 'Funk rock']",41932,0,0
seventies_Make Me Smile (Come up and See Me),Steve Harley,S,0.002012072,1975,34,53,236586,0,4,0.0597,0.582,0.803,7.45E-05,-8.808,0.0371,0.795,141.363,['Glam rock'],30689,0,0
seventies_Serenade,Steve Miller Band,S,0.006036217,1976,45,72,191066,9,4,0.218,0.538,0.764,0.000781,-11.783,0.0393,0.9,116.813,[],0,0,0
seventies_The Joker,Steve Miller Band,S,0.006036217,1973,75,72,264503,5,4,0.394,0.424,0.446,3.78E-06,-9.618,0.0525,0.794,165.158,"['Rock music', 'Blues rock', 'Southern rock']",50633,0,0
seventies_Fly Like An Eagle,Steve Miller Band,S,0.006036217,1976,67,72,282693,9,4,0.626,0.528,0.737,0.00911,-12.703,0.121,0.632,99.361,"['Rock music', 'Psychedelic rock', 'Space rock', 'Blues']",39879,0,0
seventies_Isn't She Lovely,Stevie Wonder,S,0.026156942,1976,66,81,394266,1,4,0.182,0.481,0.826,0.00352,-6.974,0.0851,0.819,118.679,['Soul music'],64598,0,83
seventies_You Are The Sunshine Of My Life,Stevie Wonder,S,0.026156942,1973,69,81,178200,11,4,0.823,0.519,0.46,5.97E-05,-14.53,0.0688,0.675,132.082,"['Soul music', 'Pop music']",36003,0,0
seventies_Living For The City,Stevie Wonder,S,0.026156942,1973,55,81,219306,11,4,0.256,0.708,0.538,0,-10.28,0.0686,0.651,98.233,['Soul music'],19840,0,0
seventies_Don't You Worry 'Bout A Thing,Stevie Wonder,S,0.026156942,1974,58,81,284840,11,4,0.0316,0.714,0.726,0,-9.218,0.0408,0.92,124.71,['Latin soul'],43765,0,0
"seventies_Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,S,0.026156942,1970,76,81,161160,5,4,0.0534,0.675,0.597,0,-11.329,0.0337,0.828,108.875,['Soul music'],37967,0,0
seventies_Sir Duke,Stevie Wonder,S,0.026156942,1977,70,81,232760,6,4,0.16,0.588,0.568,0,-9.766,0.0672,0.952,106.938,"['Funk', 'Rhythm and blues', 'Pop music']",40468,0,0
seventies_Sir Duke,Stevie Wonder,S,0.026156942,1977,70,81,232760,6,4,0.16,0.588,0.568,0,-9.766,0.0672,0.952,106.938,"['Funk', 'Rhythm and blues', 'Pop music']",40468,0,0
seventies_Sir Duke,Stevie Wonder,S,0.026156942,1977,70,81,232760,6,4,0.16,0.588,0.568,0,-9.766,0.0672,0.952,106.938,"['Funk', 'Rhythm and blues', 'Pop music']",40468,0,0
seventies_Sir Duke,Stevie Wonder,S,0.026156942,1977,70,81,232760,6,4,0.16,0.588,0.568,0,-9.766,0.0672,0.952,106.938,"['Funk', 'Rhythm and blues', 'Pop music']",40468,0,0
seventies_As,Stevie Wonder,S,0.026156942,2016,58,81,428222,8,4,0.0589,0.467,0.869,0,-10.342,0.0559,0.684,102.376,[],27238,0,0
seventies_Another Star,Stevie Wonder,S,0.026156942,1977,45,81,508226,6,4,0.102,0.57,0.844,0.000176,-9.684,0.0492,0.767,121.975,"['Rhythm and blues', 'Disco', 'Jazz']",8966,12,0
seventies_Pastime Paradise,Stevie Wonder,S,0.026156942,1976,49,81,207693,0,4,0.154,0.514,0.487,0,-11.657,0.102,0.306,78.535,"['Soul music', 'Pop music']",36607,0,0
seventies_Higher Ground,Stevie Wonder,S,0.026156942,1973,65,81,222600,8,4,0.0631,0.716,0.85,0.00133,-9.949,0.0426,0.821,125.474,['Funk'],42501,0,0
seventies_Sugar Man,Sugarman,S,0.002012072,1970,56,60,229413,5,4,0.77,0.463,0.577,0,-6.542,0.043,0.43,97.83,[],12008,0,0
seventies_The Logical Song,Supertramp,S,0.004024145,1979,39,73,250493,5,4,0.606,0.627,0.649,7.55E-05,-9.276,0.0465,0.684,120.4,['Progressive pop'],53211,0,0
seventies_Breakfast In America,Supertramp,S,0.004024145,1990,42,73,160506,0,4,0.496,0.587,0.533,0,-9.189,0.0325,0.768,75.191,"['Pop music', 'Art rock', 'Soft rock']",132062,0,0
seventies_The Ballroom Blitz,Sweet,S,0.002012072,1973,49,62,241746,11,4,0.00321,0.62,0.88,0.00198,-6.767,0.0816,0.828,108.607,"['Glam rock', 'Hard rock']",82976,0,0
seventies_You Make Me Feel (Mighty Real),Sylvester,S,0.002012072,1978,59,54,395573,10,4,0.0478,0.646,0.808,0.328,-12.942,0.032,0.963,131.573,"['Disco music', 'Hi-NRG']",24547,0,0
seventies_Children of the Revolution,T. Rex,T,0.004024145,1972,48,65,147853,4,4,0.0827,0.522,0.731,0,-8.606,0.0529,0.745,130.459,['Glam rock'],21490,0,0
seventies_Get It On,T. Rex,T,0.004024145,1971,67,65,262613,11,4,0.176,0.728,0.878,0.856,-6.926,0.0564,0.911,126.59,"['Glam rock', 'Boogie rock']",52167,0,0
seventies_Ding-A-Dong,Teach In,T,0.002012072,2017,40,34,149573,9,4,0.512,0.708,0.561,1.66E-06,-15.148,0.0367,0.929,139.199,[],0,0,0
